type,id,members,tags.ISO3166-1,tags.ISO3166-1:alpha3,tags.ISO3166-1:numeric,tags.TMC:cid_58:tabcd_1:Class,tags.TMC:cid_58:tabcd_1:LCLversion,tags.TMC:cid_58:tabcd_1:LocationCode,tags.admin_level,tags.currency,tags.flag,tags.land_area,tags.name,tags.name:ace,tags.name:af,tags.name:als,tags.name:am,tags.name:an,tags.name:ang,tags.name:ar,tags.name:arc,tags.name:arz,tags.name:as,tags.name:ast,tags.name:ay,tags.name:az,tags.name:ba,tags.name:bar,tags.name:bat-smg,tags.name:bcl,tags.name:be,tags.name:be-tarask,tags.name:bg,tags.name:bi,tags.name:bjn,tags.name:bm,tags.name:bn,tags.name:bo,tags.name:bpy,tags.name:br,tags.name:bs,tags.name:bug,tags.name:bxr,tags.name:ca,tags.name:cbk-zam,tags.name:cdo,tags.name:ce,tags.name:ceb,tags.name:chy,tags.name:ckb,tags.name:co,tags.name:crh,tags.name:cs,tags.name:csb,tags.name:cu,tags.name:cv,tags.name:cy,tags.name:da,tags.name:de,tags.name:diq,tags.name:dsb,tags.name:dv,tags.name:dz,tags.name:ee,tags.name:el,tags.name:eml,tags.name:en,tags.name:eo,tags.name:es,tags.name:et,tags.name:eu,tags.name:ext,tags.name:fa,tags.name:ff,tags.name:fi,tags.name:fiu-vro,tags.name:fo,tags.name:fr,tags.name:frp,tags.name:frr,tags.name:fur,tags.name:fy,tags.name:ga,tags.name:gag,tags.name:gan,tags.name:gd,tags.name:gl,tags.name:gn,tags.name:gsw,tags.name:gu,tags.name:gv,tags.name:ha,tags.name:hak,tags.name:haw,tags.name:he,tags.name:hi,tags.name:hif,tags.name:hr,tags.name:hsb,tags.name:ht,tags.name:hu,tags.name:hy,tags.name:ia,tags.name:id,tags.name:ie,tags.name:ilo,tags.name:io,tags.name:is,tags.name:it,tags.name:ja,tags.name:jbo,tags.name:jv,tags.name:ka,tags.name:kaa,tags.name:kab,tags.name:kbd,tags.name:kg,tags.name:kk,tags.name:kl,tags.name:km,tags.name:kn,tags.name:ko,tags.name:koi,tags.name:krc,tags.name:ks,tags.name:ksh,tags.name:ku,tags.name:kv,tags.name:kw,tags.name:ky,tags.name:la,tags.name:lad,tags.name:lb,tags.name:lez,tags.name:li,tags.name:lij,tags.name:lmo,tags.name:ln,tags.name:lo,tags.name:lt,tags.name:ltg,tags.name:lv,tags.name:lzh,tags.name:mdf,tags.name:mg,tags.name:mhr,tags.name:mi,tags.name:min,tags.name:mk,tags.name:ml,tags.name:mn,tags.name:mr,tags.name:ms,tags.name:mt,tags.name:mwl,tags.name:my,tags.name:myv,tags.name:mzn,tags.name:na,tags.name:nah,tags.name:nan,tags.name:nap,tags.name:nds,tags.name:nds-nl,tags.name:ne,tags.name:nl,tags.name:nn,tags.name:no,tags.name:nov,tags.name:nrm,tags.name:nso,tags.name:nv,tags.name:oc,tags.name:or,tags.name:os,tags.name:pa,tags.name:pag,tags.name:pam,tags.name:pap,tags.name:pcd,tags.name:pdc,tags.name:pfl,tags.name:pih,tags.name:pl,tags.name:pms,tags.name:pnb,tags.name:pnt,tags.name:ps,tags.name:pt,tags.name:qu,tags.name:rm,tags.name:rmy,tags.name:rn,tags.name:ro,tags.name:roa-tara,tags.name:ru,tags.name:rue,tags.name:rw,tags.name:sa,tags.name:sah,tags.name:sc,tags.name:scn,tags.name:sco,tags.name:se,tags.name:sh,tags.name:si,tags.name:simple,tags.name:sk,tags.name:sl,tags.name:sm,tags.name:so,tags.name:sq,tags.name:sr,tags.name:srn,tags.name:ss,tags.name:st,tags.name:stq,tags.name:su,tags.name:sv,tags.name:sw,tags.name:szl,tags.name:ta,tags.name:te,tags.name:tet,tags.name:tg,tags.name:th,tags.name:tk,tags.name:tl,tags.name:tpi,tags.name:tr,tags.name:tt,tags.name:ty,tags.name:udm,tags.name:ug,tags.name:uk,tags.name:ur,tags.name:uz,tags.name:vec,tags.name:vep,tags.name:vi,tags.name:vls,tags.name:vo,tags.name:wa,tags.name:war,tags.name:wo,tags.name:wuu,tags.name:xal,tags.name:xmf,tags.name:yi,tags.name:yo,tags.name:yue,tags.name:za,tags.name:zea,tags.name:zh,tags.name:zh-Hans,tags.name:zh-Hant,tags.name:zu,tags.note,tags.official_name,tags.official_name:ar,tags.official_name:azb,tags.official_name:be,tags.official_name:be-tarask,tags.official_name:br,tags.official_name:ca,tags.official_name:eo,tags.official_name:es,tags.official_name:eu,tags.official_name:fa,tags.official_name:fr,tags.official_name:it,tags.official_name:nl,tags.official_name:ps,tags.official_name:sk,tags.official_name:sl,tags.official_name:sv,tags.official_name:ug,tags.official_name:ur,tags.source:name:oc,tags.type,tags.wikidata,tags.wikipedia,tags.boundary,tags.ISO3166-1:alpha2,tags.alt_name:eo,tags.alt_name:vi,tags.default_language,tags.int_name,tags.name:ab,tags.name:ak,tags.name:chr,tags.name:cr,tags.name:din,tags.name:grc,tags.name:ki,tags.name:lg,tags.name:lld,tags.name:map-bms,tags.name:new,tags.name:sg,tags.name:smn,tags.name:sms,tags.name:tok,tags.name:tw,tags.name:tzl,tags.name:ve,tags.official_name:cs,tags.official_name:de,tags.official_name:el,tags.old_name:vi,tags.population,tags.population:date,tags.timezone,tags.border_type,tags.name:ii,tags.name:lfn,tags.name:mo,tags.name:sje,tags.name:ti,tags.name:to,tags.name:zh_pinyin,tags.official_name:et,tags.official_name:gd,tags.official_name:id,tags.official_name:ku,tags.official_name:lb,tags.official_name:lt,tags.official_name:mo,tags.official_name:pt,tags.official_name:ru,tags.official_name:sr,tags.official_name:uz,tags.official_name:vi,tags.official_name:vls,tags.official_name:zh,tags.official_name:zh-Hans,tags.official_name:zh-Hant,tags.description:it,tags.end_date,tags.start_date,tags.building,tags.building:levels,tags.government,tags.level,tags.office,tags.source
relation,11980,"[{'type': 'node', 'ref': 17807753, 'role': 'admin_centre'}, {'type': 'node', 'ref': 1363947712, 'role': 'label'}, {'type': 'relation', 'ref': 1362232, 'role': 'subarea'}, {'type': 'relation', 'ref': 2562137, 'role': 'subarea'}, {'type': 'relation', 'ref': 2502058, 'role': 'subarea'}, {'type': 'relation', 'ref': 2473088, 'role': 'subarea'}, {'type': 'relation', 'ref': 1363069, 'role': 'subarea'}, {'type': 'relation', 'ref': 2470060, 'role': 'subarea'}, {'type': 'relation', 'ref': 1363099, 'role': 'subarea'}, {'type': 'relation', 'ref': 233377, 'role': 'subarea'}, {'type': 'relation', 'ref': 290162, 'role': 'subarea'}, {'type': 'relation', 'ref': 1628087, 'role': 'subarea'}, {'type': 'relation', 'ref': 1363079, 'role': 'subarea'}, {'type': 'relation', 'ref': 299354, 'role': 'subarea'}, {'type': 'relation', 'ref': 2573010, 'role': 'subarea'}]",FR,FRA,250,Area,8.00,2,2,EUR,http://upload.wikimedia.org/wikipedia/commons/c/c3/Flag_of_France.svg,administrative,France (terres),Peurancih,Frankryk,Frankreich,ፈረንሣይ,Francia,Francland,فرنسا,ܦܪܢܣܐ,فرنسا,ফ্ৰান্স,Francia,Phransiya,Fransa,Франция,Frankreich,Prancūzėjė,Pransya,Францыя,Францыя,Франция,Franis,Parancis,France,ফ্রান্স,ཧྥ་རན་སི།,ফ্রান্স,Bro-C'hall,Francuska,Perancis,Франци,França,Francia,Huák-guók,Франци,Pransiya,France,فەڕەنسا,Francia,Frenkistan,Francie,Francëjô,Франкїꙗ,Франци,Ffrainc,Frankrig,Frankreich (Landmasse),Fransa,Francojska,ފަރަންސޭސިވިލާތް,ཕརཱནསི་,France,Γαλλία,Franza,France (land mass),Francio (tero),Francia,Prantsusmaa,Frantzia,Fráncia,فرانسه,Faransi,Ranska,Prantsusmaa,Frakland,France (terres),France,Frånkrik,France,Frankryk,An Fhrainc,Franțiya,法國,An Fhraing,Francia,Hyãsia,Frankreich,ફ્રાન્સ,Yn Rank,Faransa,Fap-koet,Palani,צרפת,फ़्रान्स,France,Francuska,Francoska,Frans,Franciaország,Ֆրանսիա,Francia,Perancis,Francia,Pransia,Francia,Frakkland,Francia,フランス,fasygu'e,Prancis,საფრანგეთი,Frantsiya,Fransa,Фрэндж,Fwalansa,Франция,Franskit Nunaat,បារាំង,ಫ್ರಾನ್ಸ್,프랑스,Франс,Франция,فرٛانس,Frankreich,Fransa,Франция,Pow Frynk,Франция,Francia,Fransia,Frankräich,Франция,Frankriek,Fransa,Frància,Falansia,ປະເທດຝະລັ່ງ,Prancūzija,Praņceja,Francija,法國,Кранцмастор,Frantsa,Франций,Wīwī,Parancih,Франција,ഫ്രാൻസ്,Франц,फ्रान्स,Perancis,Franza,Fráncia,ပြင်သစ်နိုင်ငံ,Франция Мастор,فرانسه,Prant,Francia,Hoat-kok,Franza,Frankriek,Frankriek,फ्रान्स,Frankrijk,Frankrike,Frankrike,Fransia,France,Fora,Dáághahii Dineʼé Bikéyah,França,ଫ୍ରାନ୍ସ,Франц,ਫ੍ਰਾਂਸ,Fransia,Pransiya,Fransia,Franche,Frankreich,Frongraisch,France,Francja (ląd),Fransa,فرانس,Γαλλία,فرانسه,França,Ransiya,Frantscha,Franchiya,Francia,Franța,Frange,Франция,Франція,Ubufaransa,फ्रांस,Франция,Frantza,Francia,Fraunce,Frankriika,Francuska,ප්රංශය,France,Francúzsko,Francija,Farani,Faransiiska,Franca,Француска,Franskondre,IFulansi,Fora,Frankriek,Perancis,Frankrike,Ufaransa,Francyjo,பிரான்சு,ఫ్రాన్స్,Fransa,Фаронса,ประเทศฝรั่งเศส,Fransiýa,Pransiya,Frens,Fransa,Франция,Farāni,Франция,فرانسىيە,Франція,فرانس,Fransiya,Fransa,Francii,Pháp,Vrankryk,Fransän,France,Fransya,Faraas,法国,Пранцсин Орн,საფრანგეთი,פראנקרייך,Fránsì,法國,Fazgoz,Frankriek,法国/法國,法国,法國,IFulansi,For explanations please read http://wiki.openstreetmap.org/wiki/France_boundary_pyramidal_construction,République française (terres),الجمهورية الفرنسية,فرانسه جومهوریتی,Рэспубліка Францыя,Рэспубліка Францыя,Republik Frañs,República Francesa,Franca Respubliko,República francesa,Frantziako Errepublika,جمهوری فرانسه,République française (terres),Repubblica francese,Franse Republiek,د فرانسې جمهوریت,Francúzska republika,Francoska republika,Republiken Frankrike,فرانسىيە جۇمھۇرىيىتى,جمہوریہ فرانس,ieo-bdtopoc,land_area,Q142,fr:France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,82629,"[{'type': 'way', 'ref': 25097915, 'role': 'outer'}, {'type': 'way', 'ref': 25097922, 'role': 'outer'}, {'type': 'way', 'ref': 379739345, 'role': ''}, {'type': 'way', 'ref': 694590095, 'role': ''}, {'type': 'way', 'ref': 379739333, 'role': ''}, {'type': 'way', 'ref': 25097912, 'role': ''}, {'type': 'way', 'ref': 25097908, 'role': ''}, {'type': 'way', 'ref': 25097907, 'role': ''}, {'type': 'way', 'ref': 25097906, 'role': ''}, {'type': 'way', 'ref': 169265626, 'role': ''}, {'type': 'way', 'ref': 668495698, 'role': ''}, {'type': 'way', 'ref': 25097918, 'role': ''}, {'type': 'way', 'ref': 25100194, 'role': ''}, {'type': 'way', 'ref': 25100223, 'role': ''}, {'type': 'way', 'ref': 668495700, 'role': ''}, {'type': 'way', 'ref': 160902798, 'role': ''}, {'type': 'way', 'ref': 160902772, 'role': ''}, {'type': 'way', 'ref': 160902807, 'role': ''}, {'type': 'way', 'ref': 160902790, 'role': ''}, {'type': 'way', 'ref': 160902743, 'role': ''}, {'type': 'way', 'ref': 25100197, 'role': ''}, {'type': 'way', 'ref': 25101087, 'role': ''}, {'type': 'way', 'ref': 25101092, 'role': ''}, {'type': 'way', 'ref': 25101089, 'role': ''}, {'type': 'way', 'ref': 25101100, 'role': ''}, {'type': 'way', 'ref': 25101858, 'role': ''}, {'type': 'way', 'ref': 25101862, 'role': ''}, {'type': 'way', 'ref': 63023760, 'role': ''}, {'type': 'way', 'ref': 25101860, 'role': ''}, {'type': 'way', 'ref': 25102659, 'role': ''}, {'type': 'way', 'ref': 80445339, 'role': ''}, {'type': 'way', 'ref': 25102898, 'role': ''}, {'type': 'way', 'ref': 27011479, 'role': ''}, {'type': 'way', 'ref': 28419905, 'role': ''}, {'type': 'way', 'ref': 41416843, 'role': ''}, {'type': 'way', 'ref': 25093901, 'role': ''}, {'type': 'way', 'ref': 80445343, 'role': ''}, {'type': 'way', 'ref': 80445332, 'role': ''}, {'type': 'way', 'ref': 28428328, 'role': ''}, {'type': 'way', 'ref': 234745726, 'role': ''}, {'type': 'way', 'ref': 28419966, 'role': ''}, {'type': 'way', 'ref': 234745730, 'role': ''}, {'type': 'way', 'ref': 80238614, 'role': ''}, {'type': 'way', 'ref': 493218399, 'role': ''}, {'type': 'way', 'ref': 493218398, 'role': ''}, {'type': 'way', 'ref': 234738947, 'role': ''}, {'type': 'way', 'ref': 234734940, 'role': ''}, {'type': 'way', 'ref': 32376229, 'role': ''}, {'type': 'way', 'ref': 910798456, 'role': ''}, {'type': 'way', 'ref': 234734938, 'role': ''}, {'type': 'way', 'ref': 27926739, 'role': ''}, {'type': 'way', 'ref': 32664117, 'role': ''}, {'type': 'way', 'ref': 205402607, 'role': ''}, {'type': 'way', 'ref': 31049839, 'role': ''}, {'type': 'way', 'ref': 234727275, 'role': ''}, {'type': 'way', 'ref': 41503460, 'role': ''}, {'type': 'way', 'ref': 83098196, 'role': ''}, {'type': 'way', 'ref': 234729377, 'role': ''}, {'type': 'way', 'ref': 176632011, 'role': ''}, {'type': 'way', 'ref': 388620587, 'role': ''}, {'type': 'way', 'ref': 234729379, 'role': ''}, {'type': 'way', 'ref': 143863673, 'role': ''}, {'type': 'way', 'ref': 10116727, 'role': ''}, {'type': 'way', 'ref': 49265354, 'role': ''}, {'type': 'way', 'ref': 178252825, 'role': ''}, {'type': 'way', 'ref': 178252846, 'role': ''}, {'type': 'way', 'ref': 143863674, 'role': ''}, {'type': 'way', 'ref': 178252845, 'role': ''}, {'type': 'way', 'ref': 114576735, 'role': ''}, {'type': 'way', 'ref': 178252835, 'role': ''}, {'type': 'way', 'ref': 178252829, 'role': ''}, {'type': 'way', 'ref': 178252819, 'role': ''}, {'type': 'way', 'ref': 215400206, 'role': ''}, {'type': 'way', 'ref': 234734928, 'role': ''}, {'type': 'way', 'ref': 388533123, 'role': ''}, {'type': 'way', 'ref': 398926512, 'role': ''}, {'type': 'way', 'ref': 234734933, 'role': ''}, {'type': 'way', 'ref': 178252834, 'role': ''}, {'type': 'way', 'ref': 178252838, 'role': ''}, {'type': 'way', 'ref': 178252826, 'role': ''}, {'type': 'way', 'ref': 178252841, 'role': ''}, {'type': 'way', 'ref': 398923994, 'role': ''}, {'type': 'way', 'ref': 178252831, 'role': ''}, {'type': 'way', 'ref': 398923995, 'role': ''}, {'type': 'way', 'ref': 178252832, 'role': ''}, {'type': 'way', 'ref': 178252833, 'role': ''}, {'type': 'way', 'ref': 114576737, 'role': ''}, {'type': 'way', 'ref': 178252820, 'role': ''}, {'type': 'way', 'ref': 206124795, 'role': ''}, {'type': 'way', 'ref': 206124793, 'role': ''}, {'type': 'way', 'ref': 206124794, 'role': ''}, {'type': 'way', 'ref': 97216923, 'role': ''}, {'type': 'way', 'ref': 97216917, 'role': ''}, {'type': 'way', 'ref': 166895986, 'role': ''}, {'type': 'way', 'ref': 83930891, 'role': ''}, {'type': 'way', 'ref': 166895999, 'role': ''}, {'type': 'way', 'ref': 166895987, 'role': ''}, {'type': 'way', 'ref': 166895998, 'role': ''}, {'type': 'way', 'ref': 72457491, 'role': ''}, {'type': 'way', 'ref': 166895993, 'role': ''}, {'type': 'way', 'ref': 166895995, 'role': ''}, {'type': 'way', 'ref': 166895992, 'role': ''}, {'type': 'way', 'ref': 166895996, 'role': ''}, {'type': 'way', 'ref': 166895994, 'role': ''}, {'type': 'way', 'ref': 166895997, 'role': ''}, {'type': 'way', 'ref': 166895981, 'role': ''}, {'type': 'way', 'ref': 166895991, 'role': ''}, {'type': 'way', 'ref': 20492985, 'role': ''}, {'type': 'way', 'ref': 72457463, 'role': ''}, {'type': 'way', 'ref': 72457468, 'role': ''}, {'type': 'way', 'ref': 72457497, 'role': ''}, {'type': 'way', 'ref': 20569460, 'role': ''}, {'type': 'way', 'ref': 31050165, 'role': ''}, {'type': 'way', 'ref': 20569813, 'role': ''}, {'type': 'way', 'ref': 42809499, 'role': ''}, {'type': 'way', 'ref': 26788424, 'role': ''}, {'type': 'way', 'ref': 772046446, 'role': ''}, {'type': 'way', 'ref': 488961541, 'role': ''}, {'type': 'way', 'ref': 488961540, 'role': ''}, {'type': 'way', 'ref': 84807659, 'role': ''}, {'type': 'way', 'ref': 283112391, 'role': ''}, {'type': 'way', 'ref': 11151098, 'role': ''}, {'type': 'way', 'ref': 35678332, 'role': ''}, {'type': 'way', 'ref': 283112389, 'role': ''}, {'type': 'way', 'ref': 488961547, 'role': ''}, {'type': 'way', 'ref': 488961546, 'role': ''}, {'type': 'way', 'ref': 422436015, 'role': ''}, {'type': 'way', 'ref': 422435956, 'role': ''}, {'type': 'way', 'ref': 422435953, 'role': ''}, {'type': 'way', 'ref': 422435954, 'role': ''}, {'type': 'way', 'ref': 11151512, 'role': ''}, {'type': 'way', 'ref': 422436011, 'role': ''}, {'type': 'way', 'ref': 422435952, 'role': ''}, {'type': 'way', 'ref': 422435951, 'role': ''}, {'type': 'way', 'ref': 422436013, 'role': ''}, {'type': 'way', 'ref': 422436008, 'role': ''}, {'type': 'way', 'ref': 422435955, 'role': ''}, {'type': 'way', 'ref': 422436009, 'role': ''}, {'type': 'way', 'ref': 422435974, 'role': ''}, {'type': 'way', 'ref': 422435967, 'role': ''}, {'type': 'way', 'ref': 422436000, 'role': ''}, {'type': 'way', 'ref': 422435969, 'role': ''}, {'type': 'way', 'ref': 422435991, 'role': ''}, {'type': 'way', 'ref': 422435964, 'role': ''}, {'type': 'way', 'ref': 422435986, 'role': ''}, {'type': 'way', 'ref': 422435961, 'role': ''}, {'type': 'way', 'ref': 422435999, 'role': ''}, {'type': 'way', 'ref': 422435968, 'role': ''}, {'type': 'way', 'ref': 422435981, 'role': ''}, {'type': 'way', 'ref': 422435975, 'role': ''}, {'type': 'way', 'ref': 422435996, 'role': ''}, {'type': 'way', 'ref': 422435966, 'role': ''}, {'type': 'way', 'ref': 422435998, 'role': ''}, {'type': 'way', 'ref': 422435993, 'role': ''}, {'type': 'way', 'ref': 422435989, 'role': ''}, {'type': 'way', 'ref': 422435963, 'role': ''}, {'type': 'way', 'ref': 422435995, 'role': ''}, {'type': 'way', 'ref': 422435987, 'role': ''}, {'type': 'way', 'ref': 422435984, 'role': ''}, {'type': 'way', 'ref': 422435978, 'role': ''}, {'type': 'way', 'ref': 422435988, 'role': ''}, {'type': 'way', 'ref': 422435962, 'role': ''}, {'type': 'way', 'ref': 422435980, 'role': ''}, {'type': 'way', 'ref': 422435971, 'role': ''}, {'type': 'way', 'ref': 422435973, 'role': ''}, {'type': 'way', 'ref': 422435970, 'role': ''}, {'type': 'way', 'ref': 11151867, 'role': ''}, {'type': 'way', 'ref': 422382098, 'role': ''}, {'type': 'way', 'ref': 422382101, 'role': ''}, {'type': 'way', 'ref': 422382105, 'role': ''}, {'type': 'way', 'ref': 422382103, 'role': ''}, {'type': 'way', 'ref': 488961549, 'role': ''}, {'type': 'way', 'ref': 488961548, 'role': ''}, {'type': 'way', 'ref': 42132699, 'role': ''}, {'type': 'way', 'ref': 401479740, 'role': ''}, {'type': 'way', 'ref': 433543081, 'role': ''}, {'type': 'way', 'ref': 488961551, 'role': ''}, {'type': 'way', 'ref': 488961550, 'role': ''}, {'type': 'way', 'ref': 433543101, 'role': ''}, {'type': 'way', 'ref': 667816734, 'role': ''}, {'type': 'way', 'ref': 772046449, 'role': ''}, {'type': 'way', 'ref': 31058180, 'role': ''}, {'type': 'way', 'ref': 8148248, 'role': ''}, {'type': 'way', 'ref': 72457464, 'role': ''}, {'type': 'way', 'ref': 234793054, 'role': ''}, {'type': 'way', 'ref': 72457499, 'role': ''}, {'type': 'way', 'ref': 72457481, 'role': ''}, {'type': 'way', 'ref': 41064884, 'role': ''}, {'type': 'way', 'ref': 72457470, 'role': ''}]",,,,,,,2,,,administrative,France - Limite côtière - Languedoc-Roussillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multilinestring,,,land_area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
