type,id,members,center.lat,center.lon,tags.ISO3166-1,tags.ISO3166-1:alpha2,tags.ISO3166-1:alpha3,tags.ISO3166-1:numeric,tags.ISO3166-2,tags.admin_level,tags.boundary,tags.currency,tags.description,tags.flag,tags.land_area,tags.name,tags.name:af,tags.name:ak,tags.name:am,tags.name:ar,tags.name:ast,tags.name:az,tags.name:be,tags.name:bg,tags.name:bm,tags.name:bn,tags.name:br,tags.name:bs,tags.name:ca,tags.name:chr,tags.name:cs,tags.name:cy,tags.name:da,tags.name:de,tags.name:dz,tags.name:ee,tags.name:el,tags.name:en,tags.name:eo,tags.name:es,tags.name:et,tags.name:eu,tags.name:fa,tags.name:ff,tags.name:fi,tags.name:fo,tags.name:fr,tags.name:fur,tags.name:ga,tags.name:gd,tags.name:gl,tags.name:gu,tags.name:ha,tags.name:he,tags.name:hi,tags.name:hr,tags.name:hu,tags.name:id,tags.name:is,tags.name:it,tags.name:ja,tags.name:ka,tags.name:kab,tags.name:ki,tags.name:kl,tags.name:km,tags.name:kn,tags.name:ko,tags.name:ks,tags.name:ksh,tags.name:lg,tags.name:ln,tags.name:lo,tags.name:lt,tags.name:lv,tags.name:mk,tags.name:ml,tags.name:mn,tags.name:mr,tags.name:ms,tags.name:mt,tags.name:ne,tags.name:nl,tags.name:nn,tags.name:no,tags.name:or,tags.name:pl,tags.name:pt,tags.name:rm,tags.name:rn,tags.name:ro,tags.name:ru,tags.name:se,tags.name:sg,tags.name:si,tags.name:sk,tags.name:sl,tags.name:sn,tags.name:so,tags.name:sr,tags.name:sv,tags.name:sw,tags.name:ta,tags.name:te,tags.name:th,tags.name:ti,tags.name:tl,tags.name:to,tags.name:tr,tags.name:uk,tags.name:ur,tags.name:vi,tags.name:yo,tags.name:zh,tags.name:zu,tags.ref:INSEE,tags.timezone,tags.type,tags.wikidata,tags.wikipedia,tags.border_type,tags.int_name,tags.name:an,tags.name:be-tarask,tags.name:bpy,tags.name:dv,tags.name:frp,tags.name:fy,tags.name:io,tags.name:jv,tags.name:kw,tags.name:la,tags.name:lb,tags.name:lij,tags.name:mg,tags.name:nan,tags.name:oc,tags.name:sh,tags.name:ug,tags.name:wo,tags.official_name,tags.official_name:en,tags.official_name:fr,tags.place,tags.addr:postcode,tags.alt_name,tags.alt_name:br,tags.alt_name:en,tags.alt_name:fr,tags.description:de,tags.description:el,tags.description:en,tags.description:nl,tags.name:azb,tags.name:car,tags.name:cdo,tags.name:ceb,tags.name:frr,tags.name:gag,tags.name:hy,tags.name:jam,tags.name:kk,tags.name:myv,tags.name:nb,tags.name:os,tags.name:pnb,tags.name:sco,tags.name:sq,tags.name:uz,tags.name:war,tags.name:yue,tags.name:zh-Hans,tags.name:zh-Hant,tags.official_name:ca,tags.official_name:cs,tags.official_name:de,tags.official_name:eo,tags.official_name:es,tags.official_name:et,tags.official_name:frr,tags.official_name:hy,tags.official_name:it,tags.official_name:ja,tags.official_name:la,tags.official_name:ru,tags.official_name:sco,tags.official_name:tr,tags.official_name:yo,tags.old_name:de,tags.old_ref:INSEE,tags.population,tags.source:name:br,tags.source:population,tags.country_code_fips,tags.is_in:continent,tags.is_in:country,tags.is_in:country_code,tags.is_in:ocean,tags.loc_name,tags.note,tags.name:ia,tags.name:li,tags.name:mi,tags.name:my,tags.name:tt,tags.old_name:fr,tags.is_in:sea,tags.name:gcf,tags.TMC:cid_58:tabcd_1:Class,tags.TMC:cid_58:tabcd_1:LCLversion,tags.TMC:cid_58:tabcd_1:LocationCode,tags.name:bh,tags.name:bo,tags.name:nv,tags.name:pa,tags.name:sc,tags.source:name:oc,tags.name:ku,tags.name:qu,tags.name:rw,tags.name:su,tags.name:wa,tags.name:zh_pinyin,tags.admin_type:FR,tags.capital_city,tags.name:hak,tags.name:lfn,tags.name:lmo,tags.name:pms,tags.official_name:hi,tags.official_name:oc,tags.maritime,tags.alt_name:vi,tags.name:pam,tags.name:smg,tags.name:ty,tags.short_name,tags.short_name:fr,tags.source,tags.source_ref
relation,233377,"[{'type': 'node', 'ref': 246842649, 'role': 'admin_centre'}, {'type': 'node', 'ref': 249399410, 'role': 'label'}, {'type': 'way', 'ref': 311681845, 'role': 'outer'}, {'type': 'way', 'ref': 666695719, 'role': 'outer'}, {'type': 'way', 'ref': 21607647, 'role': 'outer'}, {'type': 'way', 'ref': 311681836, 'role': 'outer'}, {'type': 'way', 'ref': 311681831, 'role': 'outer'}, {'type': 'way', 'ref': 21606219, 'role': 'outer'}, {'type': 'way', 'ref': 311681851, 'role': 'outer'}, {'type': 'way', 'ref': 311681826, 'role': 'outer'}, {'type': 'way', 'ref': 21608623, 'role': 'outer'}, {'type': 'way', 'ref': 311681842, 'role': 'outer'}, {'type': 'way', 'ref': 311681843, 'role': 'outer'}, {'type': 'way', 'ref': 21605571, 'role': 'outer'}, {'type': 'way', 'ref': 311681850, 'role': 'outer'}, {'type': 'way', 'ref': 311681849, 'role': 'outer'}, {'type': 'way', 'ref': 311681847, 'role': 'outer'}, {'type': 'way', 'ref': 21607618, 'role': 'outer'}, {'type': 'way', 'ref': 21607770, 'role': 'outer'}, {'type': 'way', 'ref': 40413408, 'role': 'outer'}, {'type': 'way', 'ref': 21606109, 'role': 'outer'}, {'type': 'way', 'ref': 21604999, 'role': 'outer'}, {'type': 'way', 'ref': 311681846, 'role': 'outer'}, {'type': 'way', 'ref': 133158764, 'role': 'outer'}, {'type': 'way', 'ref': 40336233, 'role': 'outer'}, {'type': 'way', 'ref': 21608011, 'role': 'outer'}, {'type': 'way', 'ref': 21607676, 'role': 'outer'}, {'type': 'way', 'ref': 21608763, 'role': 'outer'}, {'type': 'way', 'ref': 40454618, 'role': 'outer'}, {'type': 'way', 'ref': 21608556, 'role': 'outer'}, {'type': 'way', 'ref': 40477302, 'role': 'outer'}, {'type': 'way', 'ref': 21609501, 'role': 'outer'}, {'type': 'way', 'ref': 255161664, 'role': 'outer'}, {'type': 'way', 'ref': 245992880, 'role': 'outer'}, {'type': 'way', 'ref': 21609687, 'role': 'outer'}, {'type': 'way', 'ref': 40664846, 'role': 'outer'}, {'type': 'way', 'ref': 21607674, 'role': 'outer'}, {'type': 'way', 'ref': 40524132, 'role': 'outer'}, {'type': 'way', 'ref': 40547138, 'role': 'outer'}, {'type': 'way', 'ref': 40664761, 'role': 'outer'}, {'type': 'way', 'ref': 21608147, 'role': 'outer'}, {'type': 'way', 'ref': 40546853, 'role': 'outer'}, {'type': 'way', 'ref': 40664742, 'role': 'outer'}, {'type': 'way', 'ref': 40547034, 'role': 'outer'}, {'type': 'way', 'ref': 40664764, 'role': 'outer'}, {'type': 'way', 'ref': 40664769, 'role': 'outer'}, {'type': 'relation', 'ref': 3404439, 'role': 'subarea'}, {'type': 'relation', 'ref': 3404440, 'role': 'subarea'}]",46.9468587,-56.2624168,PM,PM,SPM,666,FR-PM,3,land_area,EUR,"France, collectivités d'outre-mer, territoire régi par l’article 74 de la Constitution",http://upload.wikimedia.org/wikipedia/commons/7/74/Flag_of_Saint-Pierre_and_Miquelon.svg,administrative,Saint-Pierre-et-Miquelon,Saint-Pierre et Miquelon,Saint Pierre ne Miquelon,ቅዱስ ፒዬር እና ሚኩኤሎን,سان بيار وميكلون,Saint Pierre y Miquelon,Seynt Piyer və Mikelon,Святы П’ер і Міквелон,Сен Пиер и Мигелон,Piyɛri-Senu-ni-Mikelɔŋ,সেন্ট পিয়ের ও মিকুয়েলন,Sant-Pêr-ha-Mikelon,Sen Pjer i Mikelon,Saint-Pierre i Miquelon,ᏎᏂᏘ ᏈᏓ ᎠᎴ ᎻᏇᎶᏂ,Saint-Pierre a Miquelon,Saint Pierre a Miquelon,Saint Pierre og Miquelon,Saint-Pierre und Miquelon,སིནཊ་པི་ཡེར་ ཨེནཌ་ མིཀོ་ལེན,Saint Pierre kple Mikelɔn nutome,Άγιος Πέτρος και Μικελόν,Saint Pierre and Miquelon,Sankta-Piero kaj Mikelono,San Pedro y Miguelón,Saint Pierre ja Miquelon,Saint-Pierre eta Mikelune,سنت پیر و میکلون,See Piyeer e Mikeloo,Saint-Pierre ja Miquelon,Saint Pierre og Miquelon,Saint-Pierre-et-Miquelon,San Pierre e Miquelon,Saint Pierre agus Miquelon,Saint Pierre is Miquelon,San Pedro e Miguelón,સેંટ પીએરે એન્ડ મિકીલોન,San Piyar Da Mikelan,סנט פייר ומיקלון,सेंट पिएरे और मिक्वेलन,Sveti Petar i Mikelon,Saint-Pierre és Miquelon,Saint Pierre dan Miquelon,Sankti Pierre og Miquelon,Saint-Pierre e Miquelon,サンピエール島・ミクロン島,სენტ-პიერი და მიქელონი,San Pyar d Miklun,Santapieri na Mikeloni,Saint Pierre aamma Miquelon,សង់ព្យែរ និង​មីគីឡុង,ಸೇಂಟ್ ಪಿಯರೆ ಮತ್ತು ಮಿಕೆಲನ್,세인트피에르-미케롱,سینٛٹ پیٖری تہٕ موکیلِیَن,Zint Pjäär un Mikelong,Senti Piyere ne Mikeloni,Sántu pététo mpé Mikelɔ,ເຊັ້ນ ປີແອ ແລະ ມິເກວລອນ,Sen Pjeras ir Mikelonas,Senpjēra un Mikelona,Свети Пјер и Микелон,സെൻറ് പിറേയും മിക്വലണും,Сент Пьер ба Микелон,सेंट पियरे आणि मिक्वेलोन,Saint Pierre and Miquelon,Saint Pierre and Miquelon,सेन्ट पिर्रे र मिक्केलोन,Saint-Pierre en Miquelon,St. Pierre og Miquelon,Saint-Pierre og Miquelon,ସେଣ୍ଟ ପିଏରେ ଏବଂ ମିକ୍ବାଲୋନ୍,Saint-Pierre i Miquelon,São Pedro e Miquelão,Saint Pierre e Miquelon,Sempiyeri na Mikeloni,Sfântul Pierre și Miquelon,Сен-Пьер и Микелон,Saint Pierre ja Miquelon,Sên-Pyêre na Mikelöon,ශාන්ත පියරේ සහ මැකෝලන්,Saint Pierre a Miquelon,Saint Pierre in Miquelon,Saint Pierre and Miquelon,Saint Pierre and Miquelon,Сен Пјер и Микелон,Saint-Pierre och Miquelon,Santapieri na Mikeloni,செயின்ட் பியர் மற்றும் மிக்வேலான்,సెంట్ పియెర్ మరియు మికెలాన్,แซงปีแยร์และมีเกอลง,ቅዱስ ፒዬር እና ሚኩኤሎን,Santa Pierre at Miquelon,Seini Piea mo Mikaloni,Saint-Pierre ve Miquelon,Сен-П’єр і Мікелон,سینٹ پیئر اور میکلیئون,Saint-Pierre và Miquelon,Orílẹ́ède Pẹẹri ati mikuloni,圣皮埃尔和密克隆群岛,i-Saint Pierre kanye ne-Miquelon,97-5,America/Miquelon,boundary,Q34617,fr:Saint-Pierre-et-Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,290162,"[{'type': 'node', 'ref': 678283718, 'role': 'admin_centre'}, {'type': 'node', 'ref': 424298155, 'role': 'label'}, {'type': 'way', 'ref': 303915754, 'role': 'outer'}, {'type': 'way', 'ref': 303915753, 'role': 'outer'}, {'type': 'way', 'ref': 22382439, 'role': 'outer'}, {'type': 'way', 'ref': 22383488, 'role': 'outer'}, {'type': 'way', 'ref': 791010058, 'role': 'outer'}, {'type': 'way', 'ref': 791010059, 'role': 'outer'}, {'type': 'way', 'ref': 22386374, 'role': 'outer'}, {'type': 'way', 'ref': 303915745, 'role': 'outer'}, {'type': 'way', 'ref': 22382983, 'role': 'outer'}, {'type': 'way', 'ref': 22383084, 'role': 'outer'}, {'type': 'way', 'ref': 22384550, 'role': 'outer'}, {'type': 'way', 'ref': 22384450, 'role': 'outer'}, {'type': 'way', 'ref': 22384524, 'role': 'outer'}, {'type': 'way', 'ref': 303915750, 'role': 'outer'}, {'type': 'way', 'ref': 22382453, 'role': 'outer'}, {'type': 'way', 'ref': 22384427, 'role': 'outer'}, {'type': 'way', 'ref': 22383442, 'role': 'outer'}, {'type': 'way', 'ref': 22384640, 'role': 'outer'}, {'type': 'way', 'ref': 22382597, 'role': 'outer'}, {'type': 'way', 'ref': 303915749, 'role': 'outer'}, {'type': 'way', 'ref': 303915751, 'role': 'outer'}, {'type': 'way', 'ref': 22382512, 'role': 'outer'}, {'type': 'way', 'ref': 22384394, 'role': 'outer'}, {'type': 'way', 'ref': 22382926, 'role': 'outer'}, {'type': 'way', 'ref': 22384666, 'role': 'outer'}, {'type': 'way', 'ref': 22382957, 'role': 'outer'}, {'type': 'way', 'ref': 22384471, 'role': 'outer'}, {'type': 'way', 'ref': 22384497, 'role': 'outer'}]",-13.7727145,-177.153279,,,,,,3,,,,,administrative,Wallis-et-Futuna,Wallis-en-Futuna,Wallis ne Futuna,ዋሊስ እና ፉቱና ደሴቶች,جزر واليس وفوتونا,Wallis y Futuna,Valis və Futuna,Уоліс і Футуна,Уолис и Футуна,Walisi-ni-Futuna,ওয়ালিস ও ফুটুনা,Wallis ha Futuna,Valis i Futuna Ostrva,Wallis i Futuna,,Wallis a Futuna,Wallis a Futuna,Wallis og Futuna,Wallis und Futuna,ཝལ་ལིས྄་ ཨེནཌ་ ཕུ་ཏུ་ན་,Wallis kple Futuna nutome,Ουώλλις και Φουτούνα,Wallis and Futuna,Valiso kaj Futuno,Wallis y Futuna,Wallis ja Futuna,Wallis eta Futuna,والیس و فوتونا,Walis e Futuna,Wallis- ja Futunasaaret,Wallis og Futuna,Wallis-et-Futuna,Wallis e Futuna,Vailís agus Futúna,Uallas agus Futuna,Wallis e Futuna,વૉલિસ એંડ ફ્યુચુના આઇલેન્ડ્સ,Walis Da Futuna,איי ווליס ופוטונה,वालिस और फ़्यूचूना,Wallis i Futuna,Wallis és Futuna,Wallis dan Futuna,Wallis- og Fútúnaeyjar,Wallis e Futuna,ウォリス・フツナ,ვალისი და ფუტუნა,Wallis d Futuna,Walis na Futuna,Wallis aamma Futuna,វ៉ាលីស និង​ហ្វូទូណា,ವಾಲಿಸ್ ಮತ್ತು ಫುಟುನಾ,왈리스 퓌튀나,والِس تہٕ فیوٗچوٗنا,Wallis un Futuna,Walisi ne Futuna,Walisɛ mpé Futuna,ວາລິສແລະຟຸຕູນາ,Volisas ir Futūna,Volisa un Futuna,Волис и Футуна острови,വാലിസ് ആൻഡ് ഫ്യുചൂന,Уоллис ба Футуна,वालिस व फुतुना,Wallis dan Futuna,Wallis and Futuna,वालिस र फुटुना,Wallis en Futuna,Wallis- og Futunaøyane,Wallis- og Futunaøyene,ୱାଲିସ୍ ଏବଂ ଫୁତୁନା,Wallis i Futuna,Wallis e Futuna,Wallis e Futuna,Walisi na Futuna,Wallis şi Futuna,Уоллис и Футуна,Wallis ja Futuna,Walîsi na Futuna,වැලිස් සහ ෆුටුනා,Wallis a Futuna,Wallis in Futuna,,,Валис и Футуна,Wallis- och Futunaöarna,Wallis na Futuna,வலிசும் புட்டூனாவும்,వాలిస్ మరియు ఫ్యుత్యునా,หมู่เกาะวาลลิสและหมู่เกาะฟุตูนา,ዋሊስ እና ፉቱና ደሴቶች,,ʻUvea mo Futuna,Wallis ve Futuna Adaları,Волліс і Футуна,ویلیز اور فیوٹیونا,Wallis và Futuna,Orílẹ́ède Wali ati futuna,瓦利斯和富图纳群岛,i-Wallis ne-Futuna,,,land_area,,,landarea,Wallis and Futuna Islands,Wallis e Futuna,Ўоліс і Футуна,ৱাল্লিস বারো ফুটুনা,ވާލީ އަދި ފުތޫނާ,Valis-et-Futuna,Wallis en Fûtûna,Wallis e Futuna Insuli,Wallis lan Futuna,Wallis ha Futuna,Vallis et Futuna,Wallis a Futuna,Wallis e Fortuna,Wallis sy Futuna,Wallis kap Futuna,Wallis e Futuna,Wallis i Futuna,Wallis we Futuna Taqim Aralliri,Wallis ak Futuna,Territoire des Îles Wallis-et-Futuna,Territory of Wallis and Futuna Islands,Territoire des Îles Wallis-et-Futuna,archipelago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,537967,"[{'type': 'node', 'ref': 489348725, 'role': 'admin_centre'}, {'type': 'way', 'ref': 545142116, 'role': 'outer'}, {'type': 'way', 'ref': 397521601, 'role': 'outer'}, {'type': 'way', 'ref': 545142126, 'role': 'outer'}, {'type': 'way', 'ref': 684830598, 'role': 'outer'}, {'type': 'way', 'ref': 545142117, 'role': 'outer'}, {'type': 'way', 'ref': 684761188, 'role': 'outer'}, {'type': 'way', 'ref': 545142118, 'role': 'outer'}, {'type': 'way', 'ref': 545142120, 'role': 'outer'}, {'type': 'way', 'ref': 684761199, 'role': 'outer'}, {'type': 'relation', 'ref': 1363079, 'role': 'land_area'}]",17.904244,-62.825396,BL,BL,BLM,652,FR-BL,3,administrative,EUR,"France, collectivités d'outre-mer, territoires régis par l’article 74 de la Constitution",http://upload.wikimedia.org/wikipedia/commons/c/c3/Flag_of_France.svg,,Saint-Barthélemy,Sint Bartolomeus,,,سان بارتيلمي,San Bartolomé,Sen-Bartelemi,Сен-Бартэлемі,Сен Бартелми,,সেন্ট-বার্থেলেমি,Sant-Berteleme,Sveti Bartolomej,Saint-Barthélemy,,Svatý Bartoloměj,Saint Barthélemy,Saint-Barthélemy,Sankt Bartholomäus,,,Άγιος Βαρθολομαίος,Saint Barthélemy,Sankta-Bartolomeo,San Bartolomé,Saint-Barthélemy,Saint Barthélemy,سن بارتلمی,,Saint-Barthélemy,,Saint-Barthélemy,,,,,,,סן ברתלמי,,Sveti Bartolomej,,,,,サン・バルテルミー,სენ-ბართელმი,,,,,,생바르텔레미,,,,,,Šv. Bartolomėjus,Senbartelmī,Свети Вартоломеј,,,सेंट बार्थेलेमी,,,,Saint-Barthélemy,Saint-Barthélemy,Saint-Barthélemy,,Saint-Barthélemy,São Bartolomeu,,,Saint-Barthélemy,Сен-Бартельми,,,,Svätý Bartolomej,,,,Свети Бартоломеј,Saint Barthelemy,Saint-Barth,செயிண்ட்-பார்த்தலெமி,,แซ็ง-บาร์เตเลมี,,,,Saint Barthélemy,Сен-Бартельмі,سینٹ بارتھیملے,Saint-Barthélemy,Saint Barthélemy,聖巴泰勒米,,977,America/St_Barthelemy,boundary,Q25362,fr:Saint-Barthélemy (Antilles françaises),territorial,Saint-Barthélemy,,Сэн-Бартэльмі,,,,,,,,Sancti Bartholomaei,,,,Saint-Barthélemy,Sant Bartomieu,Sveti Bartolomej,سېنت بارتھېلەمي ئاراللىرى,,Collectivité de Saint-Barthélemy,Collectivity of Saint Barthélemy,Collectivité de Saint-Barthélemy,,97133,Saint-Barth,Sant-Bartele;Sant-Bertelami;Sant-Bartalami,Saint Barts;St. Barts,Saint-Barth,"Frankreich, Gebietskörperschaft",Υπερπόντια κοινότητα της Γαλλίας,"France, overseas collectivity","Frankrijk, overzeese gemeenschap",سن بارتلمی,Ouanalao,Saint-Barthélemy,Saint-Barthélemy,St. Barths,Sent Barthélemy,Սուրբ Բարդուղիմեոսի,Sah Baatelmi,Сен-Бартелеми,Сен-Бартелеми,Saint-Barthélemy,Сен-Бартельми,سینٹ بارتھلمی,Saunt Barthélemy,Shën Barthélemy,Sen-Bartelemi,Saint Barthélemy,聖巴多祿繆島,聖巴泰勒米,聖巴多祿繆島,Col·lectivitat de Saint-Barthélemy,Společenství Svatý Bartoloměj,Kollektivität Sankt Bartholomäus,Kolektivo Sankta-Bartolomeo,Colectividad de San Bartolomé,Saint-Barthélemy territoriaalühendus,Cymuned Saint Barthélemy,Սուրբ Բարդուղիմեոսի համայնք,Collettività di Saint-Barthélemy,セントバーセレミー集団性,Collectivitas Sancti Barthélemy,Сообщество Сен-Бартельми,Collectivity o Saunt Barthélemy,Saint-Barthélemy Kolektivitesi,Ìkólẹ̀jọ Saint-Barthélemy,Schwedisch-Westindien,97123,9793,ofis publik ar brezhoneg,INSEE 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,1259885,"[{'type': 'node', 'ref': 246843429, 'role': 'admin_centre'}, {'type': 'node', 'ref': 249399460, 'role': 'label'}, {'type': 'way', 'ref': 56132163, 'role': 'outer'}, {'type': 'relation', 'ref': 1363069, 'role': 'land_area'}]",-12.8261412,45.1253512,YT,YT,MYT,175,,3,administrative,EUR,"France, départements et régions d'outre-mer, territoires régis par l’article 73 de la Constitution",http://upload.wikimedia.org/wikipedia/commons/c/c3/Flag_of_France.svg,,Mayotte,,Mayɔte,ሜይኦቴ,مايوت,,Mayot,Маёта,Мейот,Mayoti,মায়োত্তে,,Majote,,,Mayotte,,,,མེ་ཡོཊ,Mayotte nutome,Μαγιότ,Mayotte,Majoto,,,,مایوت,Mayoot,,,Mayotte,,,,,મેયોટ,Mayoti,מאיוט,मैयट,Majote,,,,,マヨット,,Mayuṭ,,,ម៉ាយុត,ಮಯೊಟ್ಟೆ,마요트,مَییٹ,Majott,,Mayotɛ,ມາຢອດ,Majotas,Majota,Мајоте,മയോട്ട്,,मायोट्टे,,Majotte,मायोट्ट,,,,ମାୟୋଟେ,Majotta,,,Mayote,,Майотта,,Mäyôte,මයෝටි,,,,,Мајоте,,,மயோத்,మాయొట్టి,มายอต,ሜይኦቴ,,Meioti,,Майотта,مایوٹ,,Orílẹ́ède Mayote,马约特,i-Mayotte,,Indian/Mayotte,boundary,Q17063,fr:Mayotte,territorial,Mayotte,,,,,,,,,,,,,Mayôty,,,,,,,,,,,,,,,,,French overseas region and departement,,,,,,,,,,,,,,,,,,,,,,,Departementní společenství Mayotte,,,,,,,,,,,,,,,,217091,,INSEE 2014,MF,Africa,France,FR,Indian,Maore,Cette relation représente la région d'outre-mer sur ses frontières maritimes (et non terrestres),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
